         City 1,             to,         City 2,             X1,             Y1,             X2,             Y2,       Distance,          Coins,            Bux
        Beijing,             to,          Lagos,           2295,            966,           1452,           1241,           3546,            936,              4
          Lagos,             to,        Beijing,           1452,           1241,           2295,            966,           3546,            936,              4
          Lagos,             to,       Shanghai,           1452,           1241,           2323,           1052,           3565,            941,              4
       Shanghai,             to,          Lagos,           2323,           1052,           1452,           1241,           3565,            941,              4
         London,             to,        Beijing,           1410,            845,           2295,            966,           3572,            943,              4
        Beijing,             to,         London,           2295,            966,           1410,            845,           3572,            943,              4
         London,             to,      Guangzhou,           1410,            845,           2265,           1105,           3574,            943,              4
      Guangzhou,             to,         London,           2265,           1105,           1410,            845,           3574,            943,              4
       Kinshasa,             to,       Shenyang,           1526,           1312,           2345,            948,           3584,            946,              4
       Shenyang,             to,       Kinshasa,           2345,            948,           1526,           1312,           3584,            946,              4
           Lima,             to,       Istanbul,            837,           1357,           1642,            958,           3593,            948,              4
       Istanbul,             to,           Lima,           1642,            958,            837,           1357,           3593,            948,              4
          Cairo,             to,        Chicago,           1646,           1063,            757,            931,           3594,            948,              4
        Chicago,             to,          Cairo,            757,            931,           1646,           1063,           3594,            948,              4
   Buenos Aires,             to,       Istanbul,            988,           1575,           1642,            958,           3596,            949,              4
       Istanbul,             to,   Buenos Aires,           1642,            958,            988,           1575,           3596,            949,              4
         London,             to,    Los Angeles,           1410,            845,            526,           1023,           3606,            951,              4
    Los Angeles,             to,         London,            526,           1023,           1410,            845,           3606,            951,              4
          Paris,             to,       Shanghai,           1436,            871,           2323,           1052,           3621,            955,              4
       Shanghai,             to,          Paris,           2323,           1052,           1436,            871,           3621,            955,              4
       Kinshasa,             to,          Seoul,           1526,           1312,           2372,            989,           3622,            955,              4
          Seoul,             to,       Kinshasa,           2372,            989,           1526,           1312,           3622,            955,              4
 Rio De Janeiro,             to,        Karachi,           1094,           1466,           1921,           1096,           3623,            955,              4
        Karachi,             to, Rio De Janeiro,           1921,           1096,           1094,           1466,           3623,            955,              4
          Paris,             to,       Shenyang,           1436,            871,           2345,            948,           3649,            962,              4
       Shenyang,             to,          Paris,           2345,            948,           1436,            871,           3649,            962,              4
          Paris,             to,        Jakarta,           1436,            871,           2223,           1339,           3662,            965,              4
        Jakarta,             to,          Paris,           2223,           1339,           1436,            871,           3662,            965,              4
          Paris,             to,    Los Angeles,           1436,            871,            526,           1023,           3690,            972,              5
    Los Angeles,             to,          Paris,            526,           1023,           1436,            871,           3690,            972,              5
         Moscow,             to, Rio De Janeiro,           1719,            780,           1094,           1466,           3712,            978,              5
 Rio De Janeiro,             to,         Moscow,           1094,           1466,           1719,            780,           3712,            978,              5
         Mumbai,             to, Rio De Janeiro,           1970,           1147,           1094,           1466,           3729,            982,              5
 Rio De Janeiro,             to,         Mumbai,           1094,           1466,           1970,           1147,           3729,            982,              5
         Tehran,             to,       New York,           1797,            997,            864,            956,           3735,            983,              5
       New York,             to,         Tehran,            864,            956,           1797,            997,           3735,            983,              5
       Shanghai,             to,         London,           2323,           1052,           1410,            845,           3744,            986,              5
         London,             to,       Shanghai,           1410,            845,           2323,           1052,           3744,            986,              5
       Shenyang,             to,          Lagos,           2345,            948,           1452,           1241,           3759,            989,              5
          Lagos,             to,       Shenyang,           1452,           1241,           2345,            948,           3759,            989,              5
       Shenyang,             to,         London,           2345,            948,           1410,            845,           3762,            990,              5
         London,             to,       Shenyang,           1410,            845,           2345,            948,           3762,            990,              5
        Karachi,             to,      Sao Paulo,           1921,           1096,           1062,           1480,           3763,            990,              5
         Tehran,             to,         Sydney,           1797,            997,           2547,           1565,           3763,            990,              5
         Sydney,             to,         Tehran,           2547,           1565,           1797,            997,           3763,            990,              5
      Sao Paulo,             to,        Karachi,           1062,           1480,           1921,           1096,           3763,            990,              5
          Paris,             to,         Manila,           1436,            871,           2326,           1182,           3771,            992,              5
         Manila,             to,          Paris,           2326,           1182,           1436,            871,           3771,            992,              5
          Paris,             to,          Seoul,           1436,            871,           2372,            989,           3773,            993,              5
          Seoul,             to,          Paris,           2372,            989,           1436,            871,           3773,            993,              5
      Bangalore,             to, Rio De Janeiro,           2001,           1195,           1094,           1466,           3786,            996,              5
 Rio De Janeiro,             to,      Bangalore,           1094,           1466,           2001,           1195,           3786,            996,              5
    Los Angeles,             to,         Sydney,            526,           1023,           2547,           1565,           3796,            999,              5
         Sydney,             to,    Los Angeles,           2547,           1565,            526,           1023,           3796,            999,              5
         London,             to,        Jakarta,           1410,            845,           2223,           1339,           3805,           1001,              5
    Los Angeles,             to,          Lagos,            526,           1023,           1452,           1241,           3805,           1001,              5
          Lagos,             to,    Los Angeles,           1452,           1241,            526,           1023,           3805,           1001,              5
        Jakarta,             to,         London,           2223,           1339,           1410,            845,           3805,           1001,              5
          Seoul,             to,          Lagos,           2372,            989,           1452,           1241,           3815,           1003,              5
          Lagos,             to,          Seoul,           1452,           1241,           2372,            989,           3815,           1003,              5
    Los Angeles,             to,          Seoul,            526,           1023,           2372,            989,           3818,           1004,              5
          Seoul,             to,    Los Angeles,           2372,            989,            526,           1023,           3818,           1004,              5
      Sao Paulo,             to,         Moscow,           1062,           1480,           1719,            780,           3840,           1010,              5
         Moscow,             to,      Sao Paulo,           1719,            780,           1062,           1480,           3840,           1010,              5
          Cairo,             to,    Mexico City,           1646,           1063,            683,           1145,           3865,           1016,              5
    Mexico City,             to,          Cairo,            683,           1145,           1646,           1063,           3865,           1016,              5
         Mumbai,             to,      Sao Paulo,           1970,           1147,           1062,           1480,           3868,           1017,              5
      Sao Paulo,             to,         Mumbai,           1062,           1480,           1970,           1147,           3868,           1017,              5
          Seoul,             to,         London,           2372,            989,           1410,            845,           3890,           1022,              5
         London,             to,          Seoul,           1410,            845,           2372,            989,           3890,           1022,              5
         Moscow,             to,        Chicago,           1719,            780,            757,            931,           3895,           1023,              5
        Chicago,             to,         Moscow,            757,            931,           1719,            780,           3895,           1023,              5
         Manila,             to,         London,           2326,           1182,           1410,            845,           3904,           1026,              5
         London,             to,         Manila,           1410,            845,           2326,           1182,           3904,           1026,              5
       Istanbul,             to,    Mexico City,           1642,            958,            683,           1145,           3908,           1027,              5
    Mexico City,             to,       Istanbul,            683,           1145,           1642,            958,           3908,           1027,              5
      Bangalore,             to,      Sao Paulo,           2001,           1195,           1062,           1480,           3925,           1031,              5
      Sao Paulo,             to,      Bangalore,           1062,           1480,           2001,           1195,           3925,           1031,              5
 Rio De Janeiro,             to,          Delhi,           1094,           1466,           1993,           1068,           3932,           1033,              5
          Delhi,             to, Rio De Janeiro,           1993,           1068,           1094,           1466,           3932,           1033,              5
       Shenyang,             to,    Los Angeles,           2345,            948,            526,           1023,           3935,           1033,              5
    Los Angeles,             to,       Shenyang,            526,           1023,           2345,            948,           3935,           1033,              5
       Kinshasa,             to,          Tokyo,           1526,           1312,           2467,           1014,           3948,           1037,              5
          Tokyo,             to,       Kinshasa,           2467,           1014,           1526,           1312,           3948,           1037,              5
         Tehran,             to,   Buenos Aires,           1797,            997,            988,           1575,           3977,           1044,              5
   Buenos Aires,             to,         Tehran,            988,           1575,           1797,            997,           3977,           1044,              5
       Shanghai,             to,    Los Angeles,           2323,           1052,            526,           1023,           4013,           1053,              5
    Los Angeles,             to,       Shanghai,            526,           1023,           2323,           1052,           4013,           1053,              5
         Manila,             to,    Los Angeles,           2326,           1182,            526,           1023,           4050,           1062,              5
    Los Angeles,             to,         Manila,            526,           1023,           2326,           1182,           4050,           1062,              5
          Delhi,             to,      Sao Paulo,           1993,           1068,           1062,           1480,           4072,           1068,              5
      Sao Paulo,             to,          Delhi,           1062,           1480,           1993,           1068,           4072,           1068,              5
          Tokyo,             to,    Mexico City,           2467,           1014,            683,           1145,           4097,           1074,              5
    Mexico City,             to,          Tokyo,            683,           1145,           2467,           1014,           4097,           1074,              5
           Lima,             to,         Tehran,            837,           1357,           1797,            997,           4101,           1075,              5
         Tehran,             to,           Lima,           1797,            997,            837,           1357,           4101,           1075,              5
    Mexico City,             to,         Sydney,            683,           1145,           2547,           1565,           4103,           1075,              5
         Sydney,             to,    Mexico City,           2547,           1565,            683,           1145,           4103,           1075,              5
          Cairo,             to,         Sydney,           1646,           1063,           2547,           1565,           4125,           1081,              5
         Sydney,             to,          Cairo,           2547,           1565,           1646,           1063,           4125,           1081,              5
    Los Angeles,             to,        Beijing,            526,           1023,           2295,            966,           4130,           1082,              5
        Beijing,             to,    Los Angeles,           2295,            966,            526,           1023,           4130,           1082,              5
 Rio De Janeiro,             to,        Kolkata,           1094,           1466,           2074,           1122,           4154,           1088,              5
        Kolkata,             to, Rio De Janeiro,           2074,           1122,           1094,           1466,           4154,           1088,              5
          Tokyo,             to,          Lagos,           2467,           1014,           1452,           1241,           4160,           1090,              5
          Lagos,             to,          Tokyo,           1452,           1241,           2467,           1014,           4160,           1090,              5
    Los Angeles,             to,       Kinshasa,            526,           1023,           1526,           1312,           4163,           1090,              5
          Paris,             to,          Tokyo,           1436,            871,           2467,           1014,           4163,           1090,              5
       Kinshasa,             to,    Los Angeles,           1526,           1312,            526,           1023,           4163,           1090,              5
          Tokyo,             to,          Paris,           2467,           1014,           1436,            871,           4163,           1090,              5
         Tehran,             to,        Chicago,           1797,            997,            757,            931,           4168,           1092,              5
        Chicago,             to,         Tehran,            757,            931,           1797,            997,           4168,           1092,              5
        Karachi,             to,   Buenos Aires,           1921,           1096,            988,           1575,           4195,           1098,              5
   Buenos Aires,             to,        Karachi,            988,           1575,           1921,           1096,           4195,           1098,              5
       Kinshasa,             to,         Sydney,           1526,           1312,           2547,           1565,           4207,           1101,              5
         Sydney,             to,       Kinshasa,           2547,           1565,           1526,           1312,           4207,           1101,              5
         Moscow,             to,           Lima,           1719,            780,            837,           1357,           4215,           1103,              5
           Lima,             to,         Moscow,            837,           1357,           1719,            780,           4215,           1103,              5
          Dhaka,             to, Rio De Janeiro,           2094,           1109,           1094,           1466,           4247,           1111,              5
 Rio De Janeiro,             to,          Dhaka,           1094,           1466,           2094,           1109,           4247,           1111,              5
    Los Angeles,             to,      Guangzhou,            526,           1023,           2265,           1105,           4256,           1114,              5
      Guangzhou,             to,    Los Angeles,           2265,           1105,            526,           1023,           4256,           1114,              5
        Karachi,             to,       New York,           1921,           1096,            864,            956,           4264,           1116,              5
       New York,             to,        Karachi,            864,            956,           1921,           1096,           4264,           1116,              5
          Tokyo,             to,         London,           2467,           1014,           1410,            845,           4281,           1120,              5
         London,             to,          Tokyo,           1410,            845,           2467,           1014,           4281,           1120,              5
   Buenos Aires,             to,         Mumbai,            988,           1575,           1970,           1147,           4284,           1121,              5
         Mumbai,             to,   Buenos Aires,           1970,           1147,            988,           1575,           4284,           1121,              5
      Sao Paulo,             to,        Kolkata,           1062,           1480,           2074,           1122,           4293,           1123,              5
        Kolkata,             to,      Sao Paulo,           2074,           1122,           1062,           1480,           4293,           1123,              5
    Los Angeles,             to,          Xi'an,            526,           1023,           2250,           1021,           4304,           1126,              5
          Xi'an,             to,    Los Angeles,           2250,           1021,            526,           1023,           4304,           1126,              5
         Moscow,             to,   Buenos Aires,           1719,            780,            988,           1575,           4319,           1129,              5
   Buenos Aires,             to,         Moscow,            988,           1575,           1719,            780,           4319,           1129,              5
      Bangalore,             to,   Buenos Aires,           2001,           1195,            988,           1575,           4327,           1131,              5
   Buenos Aires,             to,      Bangalore,            988,           1575,           2001,           1195,           4327,           1131,              5
         Sydney,             to,       Istanbul,           2547,           1565,           1642,            958,           4358,           1139,              5
       Istanbul,             to,         Sydney,           1642,            958,           2547,           1565,           4358,           1139,              5
          Tokyo,             to,        Chicago,           2467,           1014,            757,            931,           4372,           1143,              5
        Chicago,             to,          Tokyo,            757,            931,           2467,           1014,           4372,           1143,              5
          Dhaka,             to,      Sao Paulo,           2094,           1109,           1062,           1480,           4386,           1146,              5
      Sao Paulo,             to,          Dhaka,           1062,           1480,           2094,           1109,           4386,           1146,              5
         Moscow,             to,    Mexico City,           1719,            780,            683,           1145,           4393,           1148,              5
    Mexico City,             to,         Moscow,            683,           1145,           1719,            780,           4393,           1148,              5
         Sydney,             to,           Lima,           2547,           1565,            837,           1357,           4438,           1159,              5
           Lima,             to,         Sydney,            837,           1357,           2547,           1565,           4438,           1159,              5
        Bangkok,             to, Rio De Janeiro,           2170,           1188,           1094,           1466,           4445,           1161,              5
 Rio De Janeiro,             to,        Bangkok,           1094,           1466,           2170,           1188,           4445,           1161,              5
        Karachi,             to,           Lima,           1921,           1096,            837,           1357,           4459,           1164,              5
           Lima,             to,        Karachi,            837,           1357,           1921,           1096,           4459,           1164,              5
       Istanbul,             to,    Los Angeles,           1642,            958,            526,           1023,           4471,           1167,              5
    Los Angeles,             to,       Istanbul,            526,           1023,           1642,            958,           4471,           1167,              5
          Cairo,             to,    Los Angeles,           1646,           1063,            526,           1023,           4482,           1170,              5
    Los Angeles,             to,          Cairo,            526,           1023,           1646,           1063,           4482,           1170,              5
          Seoul,             to,    Mexico City,           2372,            989,            683,           1145,           4487,           1171,              5
    Mexico City,             to,          Seoul,            683,           1145,           2372,            989,           4487,           1171,              5
         Mumbai,             to,       New York,           1970,           1147,            864,            956,           4489,           1172,              5
       New York,             to,         Mumbai,            864,            956,           1970,           1147,           4489,           1172,              5
    Mexico City,             to,         Tehran,            683,           1145,           1797,            997,           4495,           1173,              5
         Tehran,             to,    Mexico City,           1797,            997,            683,           1145,           4495,           1173,              5
   Buenos Aires,             to,          Delhi,            988,           1575,           1993,           1068,           4502,           1175,              5
          Delhi,             to,   Buenos Aires,           1993,           1068,            988,           1575,           4502,           1175,              5
          Delhi,             to,       New York,           1993,           1068,            864,            956,           4538,           1184,              5
       New York,             to,          Delhi,            864,            956,           1993,           1068,           4538,           1184,              5
        Jakarta,             to, Rio De Janeiro,           2223,           1339,           1094,           1466,           4544,           1186,              5
 Rio De Janeiro,             to,        Jakarta,           1094,           1466,           2223,           1339,           4544,           1186,              5
         Sydney,             to,         Moscow,           2547,           1565,           1719,            780,           4563,           1190,              5
         Moscow,             to,         Sydney,           1719,            780,           2547,           1565,           4563,           1190,              5
          Lagos,             to,         Sydney,           1452,           1241,           2547,           1565,           4567,           1191,              5
         Sydney,             to,          Lagos,           2547,           1565,           1452,           1241,           4567,           1191,              5
      Sao Paulo,             to,        Bangkok,           1062,           1480,           2170,           1188,           4583,           1195,              5
        Bangkok,             to,      Sao Paulo,           2170,           1188,           1062,           1480,           4583,           1195,              5
        Jakarta,             to,    Los Angeles,           2223,           1339,            526,           1023,           4589,           1197,              5
    Los Angeles,             to,        Jakarta,            526,           1023,           2223,           1339,           4589,           1197,              5
         Mumbai,             to,           Lima,           1970,           1147,            837,           1357,           4609,           1202,              6
           Lima,             to,         Mumbai,            837,           1357,           1970,           1147,           4609,           1202,              6
       Shenyang,             to,    Mexico City,           2345,            948,            683,           1145,           4619,           1204,              6
    Mexico City,             to,       Shenyang,            683,           1145,           2345,            948,           4619,           1204,              6
         Manila,             to,    Mexico City,           2326,           1182,            683,           1145,           4630,           1207,              6
    Mexico City,             to,         Manila,            683,           1145,           2326,           1182,           4630,           1207,              6
       New York,             to,      Bangalore,            864,            956,           2001,           1195,           4647,           1211,              6
      Bangalore,             to,       New York,           2001,           1195,            864,            956,           4647,           1211,              6
    Mexico City,             to,       Shanghai,            683,           1145,           2323,           1052,           4654,           1213,              6
       Shanghai,             to,    Mexico City,           2323,           1052,            683,           1145,           4654,           1213,              6
    Los Angeles,             to,        Bangkok,            526,           1023,           2170,           1188,           4670,           1217,              6
        Bangkok,             to,    Los Angeles,           2170,           1188,            526,           1023,           4670,           1217,              6
      Sao Paulo,             to,        Jakarta,           1062,           1480,           2223,           1339,           4678,           1219,              6
        Jakarta,             to,      Sao Paulo,           2223,           1339,           1062,           1480,           4678,           1219,              6
           Lima,             to,      Bangalore,            837,           1357,           2001,           1195,           4700,           1225,              6
      Bangalore,             to,           Lima,           2001,           1195,            837,           1357,           4700,           1225,              6
        Chicago,             to,        Karachi,            757,            931,           1921,           1096,           4702,           1225,              6
        Karachi,             to,        Chicago,           1921,           1096,            757,            931,           4702,           1225,              6
        Kolkata,             to,   Buenos Aires,           2074,           1122,            988,           1575,           4706,           1226,              6
   Buenos Aires,             to,        Kolkata,            988,           1575,           2074,           1122,           4706,           1226,              6
          Seoul,             to,        Chicago,           2372,            989,            757,            931,           4745,           1236,              6
        Chicago,             to,          Seoul,            757,            931,           2372,            989,           4745,           1236,              6
           Lima,             to,          Delhi,            837,           1357,           1993,           1068,           4766,           1241,              6
          Delhi,             to,           Lima,           1993,           1068,            837,           1357,           4766,           1241,              6
         Sydney,             to,        Chicago,           2547,           1565,            757,            931,           4769,           1242,              6
        Chicago,             to,         Sydney,            757,            931,           2547,           1565,           4769,           1242,              6
       New York,             to,          Tokyo,            864,            956,           2467,           1014,           4793,           1248,              6
          Tokyo,             to,       New York,           2467,           1014,            864,            956,           4793,           1248,              6
          Dhaka,             to,   Buenos Aires,           2094,           1109,            988,           1575,           4800,           1250,              6
   Buenos Aires,             to,          Dhaka,            988,           1575,           2094,           1109,           4800,           1250,              6
    Mexico City,             to,        Beijing,            683,           1145,           2295,            966,           4805,           1251,              6
        Beijing,             to,    Mexico City,           2295,            966,            683,           1145,           4805,           1251,              6
        Chicago,             to,       Shenyang,            757,            931,           2345,            948,           4848,           1262,              6
       Shenyang,             to,        Chicago,           2345,            948,            757,            931,           4848,           1262,              6
    Los Angeles,             to,         Moscow,            526,           1023,           1719,            780,           4869,           1267,              6
         Moscow,             to,    Los Angeles,           1719,            780,            526,           1023,           4869,           1267,              6
    Mexico City,             to,      Guangzhou,            683,           1145,           2265,           1105,           4874,           1268,              6
      Guangzhou,             to,    Mexico City,           2265,           1105,            683,           1145,           4874,           1268,              6
           Lima,             to,          Tokyo,            837,           1357,           2467,           1014,           4876,           1269,              6
          Tokyo,             to,           Lima,           2467,           1014,            837,           1357,           4876,           1269,              6
        Kolkata,             to,       New York,           2074,           1122,            864,            956,           4885,           1271,              6
       New York,             to,        Kolkata,            864,            956,           2074,           1122,           4885,           1271,              6
      Guangzhou,             to, Rio De Janeiro,           2265,           1105,           1094,           1466,           4901,           1275,              6
 Rio De Janeiro,             to,      Guangzhou,           1094,           1466,           2265,           1105,           4901,           1275,              6
        Chicago,             to,         Mumbai,            757,            931,           1970,           1147,           4928,           1282,              6
         Mumbai,             to,        Chicago,           1970,           1147,            757,            931,           4928,           1282,              6
          Dhaka,             to,    Los Angeles,           2094,           1109,            526,           1023,           4939,           1284,              6
    Los Angeles,             to,          Dhaka,            526,           1023,           2094,           1109,           4939,           1284,              6
 Rio De Janeiro,             to,          Xi'an,           1094,           1466,           2250,           1021,           4954,           1288,              6
          Xi'an,             to, Rio De Janeiro,           2250,           1021,           1094,           1466,           4954,           1288,              6
    Mexico City,             to,        Karachi,            683,           1145,           1921,           1096,           4955,           1288,              6
        Karachi,             to,    Mexico City,           1921,           1096,            683,           1145,           4955,           1288,              6
          Xi'an,             to,    Mexico City,           2250,           1021,            683,           1145,           4956,           1289,              6
    Mexico City,             to,          Xi'an,            683,           1145,           2250,           1021,           4956,           1289,              6
       New York,             to,          Dhaka,            864,            956,           2094,           1109,           4957,           1289,              6
          Dhaka,             to,       New York,           2094,           1109,            864,            956,           4957,           1289,              6
       Shanghai,             to,        Chicago,           2323,           1052,            757,            931,           4959,           1289,              6
        Chicago,             to,       Shanghai,            757,            931,           2323,           1052,           4959,           1289,              6
         Sydney,             to,   Buenos Aires,           2547,           1565,            988,           1575,           4964,           1291,              6
   Buenos Aires,             to,         Sydney,            988,           1575,           2547,           1565,           4964,           1291,              6
        Chicago,             to,          Delhi,            757,            931,           1993,           1068,           4974,           1293,              6
          Delhi,             to,        Chicago,           1993,           1068,            757,            931,           4974,           1293,              6
        Bangkok,             to,   Buenos Aires,           2170,           1188,            988,           1575,           4974,           1293,              6
   Buenos Aires,             to,        Bangkok,            988,           1575,           2170,           1188,           4974,           1293,              6
        Kolkata,             to,    Los Angeles,           2074,           1122,            526,           1023,           5023,           1305,              6
    Los Angeles,             to,        Kolkata,            526,           1023,           2074,           1122,           5023,           1305,              6
         Manila,             to,        Chicago,           2326,           1182,            757,            931,           5025,           1306,              6
        Chicago,             to,         Manila,            757,            931,           2326,           1182,           5025,           1306,              6
        Jakarta,             to,   Buenos Aires,           2223,           1339,            988,           1575,           5029,           1307,              6
   Buenos Aires,             to,        Jakarta,            988,           1575,           2223,           1339,           5029,           1307,              6
        Kolkata,             to,           Lima,           2074,           1122,            837,           1357,           5036,           1309,              6
           Lima,             to,        Kolkata,            837,           1357,           2074,           1122,           5036,           1309,              6
      Guangzhou,             to,      Sao Paulo,           2265,           1105,           1062,           1480,           5040,           1310,              6
      Sao Paulo,             to,      Guangzhou,           1062,           1480,           2265,           1105,           5040,           1310,              6
        Beijing,             to,        Chicago,           2295,            966,            757,            931,           5049,           1312,              6
        Chicago,             to,        Beijing,            757,            931,           2295,            966,           5049,           1312,              6
         Manila,             to, Rio De Janeiro,           2326,           1182,           1094,           1466,           5057,           1314,              6
 Rio De Janeiro,             to,         Manila,           1094,           1466,           2326,           1182,           5057,           1314,              6
    Los Angeles,             to,         Tehran,            526,           1023,           1797,            997,           5085,           1321,              6
         Tehran,             to,    Los Angeles,           1797,            997,            526,           1023,           5085,           1321,              6
      Bangalore,             to,        Chicago,           2001,           1195,            757,            931,           5086,           1321,              6
        Chicago,             to,      Bangalore,            757,            931,           2001,           1195,           5086,           1321,              6
         Sydney,             to,       New York,           2547,           1565,            864,            956,           5088,           1322,              6
       New York,             to,         Sydney,            864,            956,           2547,           1565,           5088,           1322,              6
      Sao Paulo,             to,          Xi'an,           1062,           1480,           2250,           1021,           5094,           1323,              6
          Xi'an,             to,      Sao Paulo,           2250,           1021,           1062,           1480,           5094,           1323,              6
    Mexico City,             to,        Jakarta,            683,           1145,           2223,           1339,           5099,           1324,              6
        Jakarta,             to,    Mexico City,           2223,           1339,            683,           1145,           5099,           1324,              6
          Dhaka,             to,           Lima,           2094,           1109,            837,           1357,           5124,           1331,              6
           Lima,             to,          Dhaka,            837,           1357,           2094,           1109,           5124,           1331,              6
         Mumbai,             to,    Mexico City,           1970,           1147,            683,           1145,           5148,           1337,              6
    Mexico City,             to,         Mumbai,            683,           1145,           1970,           1147,           5148,           1337,              6
          Seoul,             to,       New York,           2372,            989,            864,            956,           5169,           1342,              6
       New York,             to,          Seoul,            864,            956,           2372,            989,           5169,           1342,              6
 Rio De Janeiro,             to,       Shanghai,           1094,           1466,           2323,           1052,           5187,           1346,              6
       Shanghai,             to, Rio De Janeiro,           2323,           1052,           1094,           1466,           5187,           1346,              6
         Manila,             to,      Sao Paulo,           2326,           1182,           1062,           1480,           5194,           1348,              6
      Sao Paulo,             to,         Manila,           1062,           1480,           2326,           1182,           5194,           1348,              6
        Beijing,             to, Rio De Janeiro,           2295,            966,           1094,           1466,           5203,           1350,              6
 Rio De Janeiro,             to,        Beijing,           1094,           1466,           2295,            966,           5203,           1350,              6
        Chicago,             to,      Guangzhou,            757,            931,           2265,           1105,           5214,           1353,              6
      Guangzhou,             to,        Chicago,           2265,           1105,            757,            931,           5214,           1353,              6
         Sydney,             to,          Paris,           2547,           1565,           1436,            871,           5239,           1359,              6
          Paris,             to,         Sydney,           1436,            871,           2547,           1565,           5239,           1359,              6
        Chicago,             to,          Xi'an,            757,            931,           2250,           1021,           5240,           1360,              6
          Xi'an,             to,        Chicago,           2250,           1021,            757,            931,           5240,           1360,              6
    Mexico City,             to,          Delhi,            683,           1145,           1993,           1068,           5249,           1362,              6
          Delhi,             to,    Mexico City,           1993,           1068,            683,           1145,           5249,           1362,              6
    Mexico City,             to,        Bangkok,            683,           1145,           2170,           1188,           5254,           1363,              6
        Bangkok,             to,    Mexico City,           2170,           1188,            683,           1145,           5254,           1363,              6
           Lima,             to,          Seoul,            837,           1357,           2372,            989,           5269,           1367,              6
          Seoul,             to,           Lima,           2372,            989,            837,           1357,           5269,           1367,              6
         Sydney,             to,      Sao Paulo,           2547,           1565,           1062,           1480,           5270,           1367,              6
      Sao Paulo,             to,         Sydney,           1062,           1480,           2547,           1565,           5270,           1367,              6
    Mexico City,             to,      Bangalore,            683,           1145,           2001,           1195,           5275,           1368,              6
      Bangalore,             to,    Mexico City,           2001,           1195,            683,           1145,           5275,           1368,              6
       New York,             to,       Shenyang,            864,            956,           2345,            948,           5276,           1369,              6
       Shenyang,             to,       New York,           2345,            948,            864,            956,           5276,           1369,              6
           Lima,             to,         Manila,            837,           1357,           2326,           1182,           5290,           1372,              6
         Manila,             to,           Lima,           2326,           1182,            837,           1357,           5290,           1372,              6
       New York,             to,        Bangkok,            864,            956,           2170,           1188,           5305,           1376,              6
        Bangkok,             to,       New York,           2170,           1188,            864,            956,           5305,           1376,              6
        Chicago,             to,        Kolkata,            757,            931,           2074,           1122,           5323,           1380,              6
        Kolkata,             to,        Chicago,           2074,           1122,            757,            931,           5323,           1380,              6
      Sao Paulo,             to,       Shanghai,           1062,           1480,           2323,           1052,           5326,           1381,              6
       Shanghai,             to,      Sao Paulo,           2323,           1052,           1062,           1480,           5326,           1381,              6
    Los Angeles,             to,          Delhi,            526,           1023,           1993,           1068,           5335,           1383,              6
          Delhi,             to,    Los Angeles,           1993,           1068,            526,           1023,           5335,           1383,              6
      Sao Paulo,             to,        Beijing,           1062,           1480,           2295,            966,           5343,           1385,              6
        Beijing,             to,      Sao Paulo,           2295,            966,           1062,           1480,           5343,           1385,              6
    Los Angeles,             to,      Bangalore,            526,           1023,           2001,           1195,           5344,           1386,              6
      Bangalore,             to,    Los Angeles,           2001,           1195,            526,           1023,           5344,           1386,              6
           Lima,             to,        Bangkok,            837,           1357,           2170,           1188,           5374,           1393,              6
        Bangkok,             to,           Lima,           2170,           1188,            837,           1357,           5374,           1393,              6
       Shanghai,             to,       New York,           2323,           1052,            864,            956,           5377,           1394,              6
       New York,             to,       Shanghai,            864,            956,           2323,           1052,           5377,           1394,              6
         Sydney,             to,         London,           2547,           1565,           1410,            845,           5383,           1395,              6
         London,             to,         Sydney,           1410,            845,           2547,           1565,           5383,           1395,              6
          Dhaka,             to,        Chicago,           2094,           1109,            757,            931,           5395,           1398,              6
       Shanghai,             to,           Lima,           2323,           1052,            837,           1357,           5395,           1398,              6
        Chicago,             to,          Dhaka,            757,            931,           2094,           1109,           5395,           1398,              6
           Lima,             to,       Shanghai,            837,           1357,           2323,           1052,           5395,           1398,              6
 Rio De Janeiro,             to,         Sydney,           1094,           1466,           2547,           1565,           5402,           1400,              6
         Sydney,             to, Rio De Janeiro,           2547,           1565,           1094,           1466,           5402,           1400,              6
       Shenyang,             to, Rio De Janeiro,           2345,            948,           1094,           1466,           5416,           1404,              6
 Rio De Janeiro,             to,       Shenyang,           1094,           1466,           2345,            948,           5416,           1404,              6
           Lima,             to,       Shenyang,            837,           1357,           2345,            948,           5420,           1405,              6
       Shenyang,             to,           Lima,           2345,            948,            837,           1357,           5420,           1405,              6
       New York,             to,         Manila,            864,            956,           2326,           1182,           5427,           1406,              6
         Manila,             to,       New York,           2326,           1182,            864,            956,           5427,           1406,              6
      Guangzhou,             to,   Buenos Aires,           2265,           1105,            988,           1575,           5442,           1410,              6
   Buenos Aires,             to,      Guangzhou,            988,           1575,           2265,           1105,           5442,           1410,              6
    Los Angeles,             to,         Mumbai,            526,           1023,           1970,           1147,           5446,           1411,              6
         Mumbai,             to,    Los Angeles,           1970,           1147,            526,           1023,           5446,           1411,              6
          Seoul,             to, Rio De Janeiro,           2372,            989,           1094,           1466,           5456,           1414,              6
 Rio De Janeiro,             to,          Seoul,           1094,           1466,           2372,            989,           5456,           1414,              6
       New York,             to,        Beijing,            864,            956,           2295,            966,           5476,           1419,              6
